title,description,ratings,sentiment,source,date_posted
Dominar a amazing motorcycle,Hello friends my name is Ayush bahuguna today I am going to share my views on a super bike dominar 400. This bike's speed is awesome. It's like you are travelling in air. If I am director of dhoom movies I will take this bike in my next dhoom ( dhoom 4) .It is most awaited motorcycle of this yea...,3,,mouthshut,10-12-2017
Dominate The Night,Bajaj Dominar 400 is the new bike launched by Bajaj. This bike is going to be the biggest competitor of KTM Duke 390. This bike is priced so aggressively that it is going to be the favorite of many. It looks so muscular and dynamic that anyone will fill in love with this. It has ABS and non-ABS ...,4,,mouthshut,19-01-2017
BEST CHEAP RATE BIKE,Its a best vehicle with cheap rate and good performance.it can beat duke 200 easily.very good body wieght and stylish design.but mileage is low.its top speed is 156.It is available in vaeious colours.less maintainance and good performance.Good engine with a luxuary sound.Rpm cut is very slow as ...,5,,mouthshut,01-11-2018
Bajaj dominar 400,The yamaha is the best automotive company in india and the dominar 400 is one of the latest investment of bajaj company and it gives better milage the comfortness is guranteed and the bike is having both disc breaks and less reliable due to its heavy cost and the handling is very easy but the co...,5,,mouthshut,04-02-2017
Dominar 400 The Dark Rider,"The bike is  very intense and its vigorous. Its 6 speed and 35 BHP ""Oh my god"" it definitely dominates the roads. No doubt its a free for all and rumble bike. Interesting part is it shoots 0 to 100 in less than 10 seconds because I have experienced it.

The led lamp is the massive look for thi...",5,,mouthshut,15-03-2018
Not affordable bike,The another review on bike is bajaj Dominar 400. I think it is quite popular amongst the bike lover with high price with awesome feature. The bike is good as 400 cc engine is equipped on it. Bike is having digital speedometer with digital fuel gauge it comes in moonlight blue and twilight plum c...,2,,mouthshut,06-03-2017
The best,"I own a white bajaj dominar400 ( abs varient) . this is a bery good bike with many features like abs , all electronic display, all LED headlights etc . the best part about the bike is the headlight it looks amazing from the front and sides too and back look is not very impresive I belive because...",5,,mouthshut,19-11-2017
Dominar 400: The superbike,"Hii friends, I have bought this bike 4 months ago on the occasion of ganpati bappa utsav. I had experienced that this bike is the super one bike. It was the monster one in the riding. It has good comfortness on high speed also. From the point of pick up it has excellent one. It also have nice gr...",3,,mouthshut,09-12-2017
Low in fuel efficiency,"Its a new bajaj dominar bajaj has recently launched in the in indiàn markets with a powerfull engine of 400 cc it had replaced the sports bike in india this bike costs about 1, 50, 000 which a quiet decent price in the indiàn markets it had created a new revolutionary in indian automobile histor...",5,,mouthshut,18-01-2017
Bajaj Dominar 400,"This bike is very good and I use this bike is it is good bike engine is very nice performance and Braking System

Bajaj dominar is very good bike ia needs an affordable 400.” I’ve lost track of the number of times I’ve heard that line over the years, but the stars have finally aligned and Baja...",5,,mouthshut,17-01-2017
Best budget 400 cc bike ,"Hi all I am one of the owner of doninar 400 and I am very happy with the bike because it gave me experience of fast and crusing experience

i would prefer this bike who wants to ride for long ride and comfortable ride. however doninar 400 is one of the best launch by bajaj company . the only p...",4,,mouthshut,28-10-2018
Bajaj Dominar 400,Bajaj Has suprise ever one in this segment by lunching Dominar 400. This bike has suprise every one by it's look and the massive power.Handling is also great and give confidence to the rider. The engine is also great with 400cc .The suspention is also good with great set comfort.The fuel is effi...,5,,mouthshut,03-02-2017
Not for Everyone....,"I bought this bike about 6 months ago, and I wont say its not a good bike, I would rather say that this bike is not for everyone.

I am a normal office going guy and I owned 150 pulsar then upgraded to 200NS and now to Dominar. But this is not the bike to be used for daily office commute. When...",3,,mouthshut,09-03-2018
Amazing bike by bajaj,"Hii Guys , I want to tell you about this newly launched bajaj dominar 400 bike. Its first imression is awesome, when you look at this bike you will think that its a costly sport bike but bajaj did a good job at low prize range. Its costs around 1.5 lakhs. This is a heavy speed machine with the p...",4,,mouthshut,04-03-2017
Love with the speed of it,1 Milege it's normal which anyone can effort2 Comfort it's Gud not to bad3 Road grip main thing that's too gud quality in this bike we can ride it in watery area also without fear4 look it's too Gud for new generation it's Gud5 speed most important thing which is loving only one ride will make u...,3,,mouthshut,18-11-2017
Bajaj Dominar 400,I just bought this bike. And its really awesome. Its ignition sound is just superb. And its riding quality is so awesome that I can't tell u. I was waiting for this very long ago. Its pickup is juat awesome. And the road grip is fantastic. The spedometer is so cool. The front look is so awesome ...,3,,mouthshut,09-12-2017
My bajaj,Dashing looks stunning performance a bag loaded with features and al killer price tag has just ot a new name. Bajaj dominar 400 bajaj began their pulsar lagacy way back in 2001 where it proved to be one of the greatest successes in the indian market. People all over the ountry believe in bajaj s...,4,,mouthshut,17-01-2017
Its a good bike,Its a good bike and I like this bike and I love it and its easy to handle and it sounds good and very good looking and great handling and great braking setup and easy to ride and it is very cheap and anyone can buy it and its good and good and very good,5,,mouthshut,16-10-2018
AS DOMINAR AS,There are so many bikes but I want to share my experience about Bajaj DOMINOR 400 its very good and comfortable bike and the desiging of this bike is really very awesome because it looks like a racer bike and the price is also very good its very easy to buy this bike for middle class people and ...,4,,mouthshut,02-02-2017
Amazing bike,"Mileage is like 25 plus in city conditions, it’s loaded with features, ride quality is too good, very good linear power delivery. Bajaj got the add comparing completely wrong, RE is not a competition for this bike as it’s not retro, this is a modern performance Bike. Get an aftermarket pillion b...",5,,mouthshut,23-02-2018
Speedstar,"Bajaj Dominar 400 is also called Pulsar CS 400. It costs you around Rs 1, 35, 000 ( without ABS braking) , and 1, 50, 000 ( with ABS Braking) . It has a 400 cc four valve single cylinder powerful engine. It makes maximum power of 8000 rpm with 6500 rpm of maximum torque. However, bike is heavy i...",4,,mouthshut,26-02-2017
Safe and powerful,"By virtue of its strength, it is undoubtedly an outstanding bike, which gives you a lot of comfort. Tyres are very solid which gives its solid grip over the road. It is the best bike in the segment compared to pricing. Breaks of this bike are strong and provide feelings of being secured on the l...",4,,mouthshut,17-11-2017
Dominar,"Awsome bike.Good performance copared to others.Its grips and power was amazing.

Its look like a bird.We think we are flying in road.

Milege was good.And its color and body is different frm others.Realy good .Compared to bullet , dominar was more good and copatiable for everyone.",5,,mouthshut,09-12-2017
BEST REVIEW ON DOMINAR 400,"BEST REVIEW ON DOMINAR 400 hello gys Azmat is here today I will review on bajaj dominar 400 this bike is very power full bike to ride on city and highway so let start

1.FUEL CONSUMPTION bajaj dominar 400 fuel tank is 13 l and avergae was little good from ktm 390 and bajaj dominar 400 The 373....",4,,mouthshut,15-01-2017
My favourite bike,"In my experience, dominar is awesome for riding.its good looking and its style is attrative.good milege and engine performance.also the 400cc is not a bad.and good for trip and off road riding.almost the bike is so powerful and good price.i recomend many peoples the dominar.also the matt black i...",3,,mouthshut,14-10-2018
Powerfull bike from Bajaj,Bajaj Dominar is a powerful 400cc bike from Bajaj and this is only the maximum power bike from Bajaj.It looks very aggressive and Bajaj Dominar is coming in 4 colour varients.pickup and road grip is excellent. Both front and back they have given disk brakes. Looks also sportive. Digital meter. L...,5,,mouthshut,31-01-2017
