,review,aspect_terms,sentiment_score,sentiment_category
5902,Cisco IP Phone System.,system,0.0,neutral
5903,"Communications  Manager  is  easy  to  use,  and",manager use,0.433,positive
5904,also  connects  with  my  computer.,computer,0.0,neutral
5905,When  I  am  listening  to  music,music,0.0,neutral
5906,when  the  phone  rings,rings,0.0,neutral
5907,",  my  music  is  automatically  muted.",music,0.0,neutral
5908,the  message  system.,system,0.0,neutral
5909,Not  only  will  you  have  the  messages,messages,0.0,neutral
5910,to  have  your  personal  information,information,0.0,neutral
5911,and  can  be  customized  to  ring  through  the  computer,ring computer,0.0,neutral
5912,and  with  different  ring  tones.,ring tones,0.0,neutral
5913,for  any  size  business.,size business,0.0,neutral
5914,Cisco Call Manager can do anything you need it to do (and plenty you don't need it to do too)..,manager plenty,0.0,neutral
5915,We  use  Cisco  Unified,,0.0,neutral
5916,Communications  Manager,manager,0.0,neutral
5917,across  our  whole  agency,agency,0.2,positive
5918,"IP  phones,  users  and  gateways.",phones users gateways,0.0,neutral
5919,We  also  use  it  to  integrate  with  our  paging  systems,systems,0.0,neutral
5920,and  attendant  console,console,0.2,positive
5921,It  has  enabled  us  to,,0.0,neutral
5922,"centrally  manage  all  of  this,  which  was  previously  managed",,-0.083,negative
5923,"at  every  location,  and",location,0.0,neutral
5924,mobility  between  locations,mobility locations,0.0,neutral
5925,"and  also  with ""users "",  mobile  devices.",users devices,0.0,neutral
5926,Call manager that fits the need.,manager need,0.4,positive
5927,Communications  Manager,manager,0.0,neutral
5928,is  the  heart  of  our  telecommunications,heart telecommunications,0.0,neutral
5929,for  our  organization.,organization,0.0,neutral
5930,We  use  Call  Manager,,0.0,neutral
5931,"for  our  voice,  messaging  and  contact  centers.",voice messaging centers,-0.1,negative
5932,"Across  all  departments,  nearly  every  staff  has  a  phone  assigned.",departments staff phone,0.1,positive
5933,We  use  Call  Manager,,0.0,neutral
5934,as  our  primary  platform  for  making,platform,0.4,positive
5935,and  receiving  calls.,calls,0.0,neutral
5936,We  also  use  Finesse  as  the  software  choice,finesse software choice,0.0,neutral
5937,for  our  contact  center.,contact center,-0.1,negative
5938,Cisco Unified Communications Manager Handles all the Calls.,manager calls,0.0,neutral
5939,We  are  using  the  tool,tool,0.0,neutral
5940,across  our  entire  organization.,organization,0.0,neutral
5941,We  have  all  our  branches,branches,0.0,neutral
5942,dialing  from  every  desk,desk,0.0,neutral
5943,It  takes  care  of  branch  to  branch,care branch branch,0.0,neutral
5944,"Also,  we  have  all  of  our  phone",phone,0.0,neutral
5945,connected  to  the  system,system,0.0,neutral
5946,that  we  can  manage  call  flow.,,0.0,neutral
5947,The most comprehensive IP communication solution on the market.,solution market,0.0,neutral
5948,Communications  Manager  is  possibly  the  most,manager,0.0,neutral
5949,"We  started  deploying  it  modestly,  in  2004,",,0.1,positive
5950,for  a  small  portion  of,portion,-0.25,negative
5951,"in  one  department,  and",department,0.0,neutral
5952,"Since  then,  we  started  to  increase",increase,0.0,neutral
5953,"the  adoption,  mostly",adoption,0.5,positive
5954,when  we  had  new  departments  or  office,departments office,0.136,positive
5955,where  it  was  easier,,0.433,positive
5956,"At  some  port,  we  also  started  to  deploy  it  in  remote  sites,  across  the  globe.",port sites globe,-0.1,negative
5957,That  movement  allowed  us,movement,0.0,neutral
5958,to  have  a  seamless  phone,phone,0.1,positive
5959,and  allowed  our  users,users,0.0,neutral
5960,to  communicate  across  the  globe.,globe,0.0,neutral
5961,could  easily  call  HQ,call,0.433,positive
5962,without  any  cost  per  minute.,cost minute,0.0,neutral
5963,That  was  a  game-changer,changer,0.3,positive
5964,to  promote  more  with  fast  communication  between  offices.,communication offices,0.2,positive
5965,"At  some  point,  we  decided  to  replace  all",point,0.0,neutral
5966,and  that  bunch  of  cables  for  the  small,cables,-0.25,negative
5967,and  simple  UCS  servers.,servers,0.0,neutral
5968,Besides  the  fact  that  it  saved  a  lot  of  real  estate,fact estate,0.2,positive
5969,also  saved  us  time  by  letting  us  administer,,0.0,neutral
5970,on  a  single  console.,console,-0.071,negative
5971,Those  were  some  of,,0.0,neutral
5972,during  these  past  15,,-0.25,negative
5973,"We  utilize  CUCM  across  all  of  our  corporate  contact  centers,  it  allows  us  to  centrally  manage  our  end-points",cucm centers points,-0.033,negative
5974,for  thousands  of  users,thousands users,0.0,neutral
5975,with  just  one  small  telecom  team.,team,-0.25,negative
5976,to  solve  the  problem  of  seeing,problem,0.0,neutral
5977,if  a  customer  was  hung,customer,0.0,neutral
5978,if  our  reps  are  taking  calls  and  how  many  calls,reps calls,0.5,positive
5979,our  whole  organization,organization,0.2,positive
5980,but  mostly  by  our  tech  department.,department,0.5,positive
5981,We  use  it  also  to  see,,0.0,neutral
5982,"were  taken  in  a  day,  week  or  month.",day,0.0,neutral
5983,Managing Unified Communications everywhere made simple.,communications,0.0,neutral
5984,"based  solution,  globally,",solution,-0.4,negative
5985,our  collaboration  backbone,collaboration backbone,0.0,neutral
5986,and  make  staying  in  touch,touch,0.0,neutral
5987,Spanning  4  continents  and  multiple  timezones,continents timezones,0.0,neutral
5988,"sometimes  make  conferencing  tricky,",,0.0,neutral
5989,but  with  Webex  and  Cisco  MRA,,0.0,neutral
5990,no  matter  where  we  are.,matter,0.0,neutral
5991,Call Manager Use in the Enterprise.,enterprise,0.0,neutral
5992,We  use  Call  Manager,,0.0,neutral
5993,to  provide  our  enterprise  with  voice  connectivity.,enterprise connectivity,0.0,neutral
5994,It  allows  us  to  centrally  administer  over  180  offices,offices,0.0,neutral
5995,Cisco Unified Communications Manager Makes Our Phone Calls Braindead Simple.,manager phone,0.0,neutral
5996,Communications  Manager,manager,0.0,neutral
5997,"is  the ""firm s"",  on-premise  phone  switch.",firm premise phone,-0.2,negative
5998,in  all  our  offices,offices,0.0,neutral
5999,tied  back  to  our  production  data  center.,production center,-0.05,negative
6000,"We  also  use  the  voicemail,",voicemail,0.0,neutral
6001,and  Jabber  features,jabber,0.0,neutral
6002,conferencing  and  internal,conferencing,0.0,neutral
6003,are  made  via  this  product.,product,0.0,neutral
6004,as  our  main  VOIP  system  across  our  whole  organization.,system organization,0.183,positive
6005,tolerant  phone  system,system,0.0,neutral
6006,that  is  more  stable  and  versatile  than,,0.0,neutral
6007,Opinions on CUCM from a Genesys PureConnect Developer.,opinions developer,0.0,neutral
6008,primarily  for  PBX  functionality,functionality,0.4,positive
6009,but  also  incorporating,,0.0,neutral
6010,and  some  auto  attendant,attendant,0.2,positive
6011,in  the  process  of  transitioning  from  Avaya  to  Cisco,process,0.0,neutral
6012,and  a  separate  contact,contact,0.0,neutral
6013,We  are  adopting  CUCM,cucm,0.0,neutral
6014,"throughout  our  entire  organization,  even  working  to  replace",organization,0.0,neutral
6015,"with  the  primary  goal  of  having  centralized  support,  less",goal support,0.117,positive
6016,reliance  on  expensive,reliance,-0.5,negative
6017,"and  having  a  homogenized  environment,  simplifying  support.",environment support,0.0,neutral
6018,Review of Callmanager in a global setup.,review setup,0.0,neutral
6019,"""I m"",  using  the  Call  Manager",call,0.0,neutral
6020,as  central  call  control  solution  for,call solution,0.0,neutral
6021,our  global  voice  and  video,video,0.0,neutral
6022,endpoints  including  our  Jabber  clients.,endpoints,0.0,neutral
6023,"""It s"",  the  central",central,0.0,neutral
6024,all  locations  worldwide,locations,0.0,neutral
6025,to  provide  a  harmonized,,0.0,neutral
6026,"Besides  the  standardization  of  the  workplace,  it  helps  to  improve  service",standardization workplace service,0.0,neutral
6027,processes  through  centralized,processes,0.0,neutral
6028,management  of  the  solution.,management solution,0.0,neutral
6029,CUCM isn't just for Call Routing!,routing,0.0,neutral
6030,Route your faxes and even manage PA Systems!.,faxes systems,0.0,neutral
6031,Communications  Manager  (CUCM),manager cucm,0.0,neutral
6032,is  used  to  manage  all,,0.0,neutral
6033,throughout  our  organization.,organization,0.0,neutral
6034,"Additionally,  it  is  used  to  route",route,0.0,neutral
6035,as  a  recent  implementation  of  Informacast  which  is  used  as  our  PA  system,implementation informacast system,0.0,neutral
6036,at  our  school  sites.,sites,0.0,neutral
6037,"our  calls,  digital  and  analog",calls analog,0.0,neutral
6038,throughout  our  whole  school  district.,school district,0.2,positive
6039,"Cisco Call Manager, a robust phone system.",manager system,0.0,neutral
6040,We  use  Cisco  Unified  Communications  Manager,manager,0.0,neutral
6041,for  our  Phone  system.,system,0.0,neutral
6042,We  have  an  on-premise  phone  system.,system,0.0,neutral
6043,so  if  a  link  goes  out,link,0.0,neutral
6044,and  our  phone  system  still,system,0.0,neutral
6045,We  also  use  Cisco  Unity,unity,0.0,neutral
6046,"Cisco  UCM  is  our  main  phone  system,",system,0.167,positive
6047,we  have  integration,integration,0.0,neutral
6048,just  started  using/testing,testing,0.0,neutral
6049,for  our  IT  department.,department,0.0,neutral
6050,allowing  me  to  answer,answer,0.0,neutral
6051,Management  of  users  is  simple  and  efficient.,management users,0.0,neutral
6052,Review of Cisco Unified Communications Manager (CUCM).,review manager,0.0,neutral
6053,We  use  CUCM  to  manage  our  Cisco,cucm,0.0,neutral
6054,environment  of  roughly  1200  phones.,environment phones,-0.1,negative
6055,This  includes  roughly  100,,-0.1,negative
6056,emergency  phones  of  various  types.,phones types,0.0,neutral
6057,We  integrate  directly  with  Exchange,exchange,0.1,positive
6058,"for  Unified  Communication,  which  allows  voicemail  to  go  directly  to  the ""user s"",  inbox.",communication voicemail user,0.1,positive
6059,(We  do  not  use  Unity.),use unity,0.0,neutral
6060,We  have  around  half  dozen,,-0.167,negative
6061,"models  (7941/42,  6921,",models,0.0,neutral
6062,Cisco Unified Communications Manager (CUCM).,manager,0.0,neutral
6063,Communications  Manager  is  a  very  complex,manager complex,-0.3,negative
6064,featured  telephony  Enterprise  solution.,solution,0.0,neutral
6065,My  company  uses  this  product,company product,0.0,neutral
6066,to  deploy  IP  phones  and,ip phones,0.0,neutral
6067,CUCM  is  very  stable,,0.0,neutral
6068,I  would  recommend  some  basic  training,training,0.0,neutral
6069,before  deploying  or  administrating  this  solution.,solution,0.0,neutral
6070,can  be  quite  difficult,,-0.5,negative
6071,to  spin  up  for  the  new  user.,user,0.136,positive
6072,We  use  Communications  Manager,communications manager,0.0,neutral
6073,with  Unity  Connection  and,connection,0.0,neutral
6074,for  a  complete  voice  solution.,solution,0.1,positive
6075,Managing Call Manager.,manager,0.0,neutral
6076,Clearpoint  uses  Call  Manager,,0.0,neutral
6077,to  connect  remote  and,,-0.1,negative
6078,across  a  nation-wide  organization.,organization,0.0,neutral
6079,Cisco Unified Communications Manager (CUCM).,manager,0.0,neutral
6080,currently  reselling  CUCM,cucm,0.0,neutral
6081,"for  our  enterprise  customers,  focusing",enterprise customers,0.0,neutral
6082,these  kind  of  solution,kind solution,0.6,positive
6083,that  have  an  installed,,0.0,neutral
6084,base  of  Cisco  Solutions.,solutions,-0.8,negative
6085,"productivity  when  focusing  when  delivering ""Cisco s"",  ecosystem.",ecosystem,0.0,neutral
6086,The  quality  of  its  telephones  and  solutions  is  currently,telephones solutions,0.0,neutral
6087,to  sell  Cisco  over,,0.0,neutral
6088,other  kind  of  manufacturers.,kind manufacturers,0.6,positive
6089,"When  talking  about  Cisco,  you  get  the  possibility",possibility,0.0,neutral
6090,"productivity,  offering  some  other  modules,  like  for  example:",productivity modules example,0.0,neutral
